ID,age,state,city,gender,education,salaryinthousands,race,year,marital_status
319,38,ansas,Topea,Female,"Some college, no degree",185,Blac or African American,2017,Separated
320,68,South Carolina,Columbia,Female,Bachelor’s degree,285,Asian,2018,Single
321,65,Olahoma,Beaver,Female,Doctoral degree,95,Asian,2018,Married
322,62,Michigan,Comstoc,Male,"Some college, no degree",165,American Indian or Alasa Native,2020,Single
323,68,Illinois,Schaumburg,Male,Doctoral degree,45,Asian,2011,Divorced
324,38,South Carolina,Myrtle Beach,Male,Less than high school,45,White,2022,Married
325,21,Virginia,Roanoe,Male,"Some college, no degree",125,Asian,2017,Married
326,57,Texas,Fairfield,Female,High school diploma or equivalent,75,Native Hawaiian or Other Pacific Islander,2021,Married
327,31,Massachusetts,Brocton,Male,Master’s degree,35,White,2022,Married
328,29,Florida,Bradenton,Male,"Some college, no degree",95,Native Hawaiian or Other Pacific Islander,2021,Single
329,18,Olahoma,Proctor,Female,Master’s degree,105,White,2022,Single
330,59,Aransas,Hope,Female,Bachelor’s degree,45,Blac or African American,2012,Divorced
331,35,Alabama,Birmingham,Male,"Some college, no degree",165,White,2019,Single
332,39,Indiana,Ossian,Male,High school diploma or equivalent,85,Blac or African American,2014,Divorced
333,73,Ohio,Columbus,Male,Bachelor’s degree,145,Native Hawaiian or Other Pacific Islander,2019,Divorced
334,32,Mississippi,Madden,Male,Less than high school,285,White,2018,Single
335,61,California,Los Angeles,Male,"Some college, no degree",165,Native Hawaiian or Other Pacific Islander,2018,Married
336,28,New Yor,Sugar Loaf,Female,Doctoral degree,125,White,2019,Separated
337,57,Ohio,Millersport,Male,"Some college, no degree",165,Blac or African American,2017,Married
338,23,Colorado,Agate,Male,Master’s degree,45,White,2021,Married
339,32,Ohio,Millersburg,Male,Associate degree,95,White,2021,Married
340,51,entucy,Louisville,Female,Bachelor’s degree,105,Blac or African American,2022,Married
341,28,Wisconsin,Trempealeau,Female,High school diploma or equivalent,45,Asian,2011,Married
342,18,Virginia,Roanoe,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2021,Divorced
343,36,Pennsylvania,Philadelphia,Female,Associate degree,245,White,2014,Divorced
344,62,Georgia,Union City,Male,Less than high school,75,White,2010,Divorced
345,63,entucy,Curdsville,Male,"Some college, no degree",65,White,2012,Married
346,23,Ohio,Port Washington,Female,"Some college, no degree",105,White,2019,Divorced
347,68,Florida,Ellenton,Female,High school diploma or equivalent,285,Native Hawaiian or Other Pacific Islander,2016,Married
348,33,New Yor,Auburn,Female,"Some college, no degree",165,White,2010,Widowed
349,67,Alasa,Venetie,Male,High school diploma or equivalent,45,Native Hawaiian or Other Pacific Islander,2014,Married
350,59,Texas,Cushing,Female,"Some college, no degree",125,White,2021,Separated
351,55,Illinois,Concord,Male,High school diploma or equivalent,105,American Indian or Alasa Native,2018,Married
352,35,North Carolina,Oxford,Female,High school diploma or equivalent,105,White,2020,Separated
353,51,District of Columbia,Washington,Male,Bachelor’s degree,285,Asian,2015,Divorced
354,35,New Jersey,Audubon,Female,High school diploma or equivalent,125,White,2017,Single
355,42,Pennsylvania,Bodines,Female,High school diploma or equivalent,245,Asian,2010,Single
356,62,Florida,Ormond Beach,Male,Master’s degree,85,Native Hawaiian or Other Pacific Islander,2010,Divorced
357,76,Missouri,Lae Spring,Male,Less than high school,85,American Indian or Alasa Native,2010,Separated
358,19,Utah,Neola,Female,Less than high school,65,Blac or African American,2013,Widowed
359,26,Arizona,Phoenix,Female,Associate degree,125,Native Hawaiian or Other Pacific Islander,2014,Married
360,45,Alasa,Anchorage,Female,High school diploma or equivalent,185,Native Hawaiian or Other Pacific Islander,2015,Divorced
361,28,Missouri,Lecoma,Female,Master’s degree,245,Blac or African American,2017,Divorced
362,55,New Yor,New Yor,Male,Bachelor’s degree,145,Blac or African American,2020,Widowed
363,61,entucy,Pippa Passes,Female,"Some college, no degree",45,White,2021,Divorced
364,67,Illinois,Manchester,Male,Associate degree,185,Asian,2015,Divorced
365,62,District of Columbia,Washington,Male,Doctoral degree,245,White,2017,Married
366,36,Illinois,Rocford,Female,Associate degree,105,Blac or African American,2017,Married
367,39,Arizona,Mesa,Female,Master’s degree,35,American Indian or Alasa Native,2010,Single
368,57,Washington,Friday Harbor,Male,Associate degree,35,White,2016,Married
369,30,West Virginia,Millwood,Male,High school diploma or equivalent,65,Blac or African American,2010,Married
370,71,Georgia,Newnan,Male,Doctoral degree,35,Asian,2019,Married
371,18,Georgia,Macon,Male,Associate degree,285,Blac or African American,2019,Married
372,61,Idaho,McCall,Male,Associate degree,245,Native Hawaiian or Other Pacific Islander,2018,Divorced
373,37,North Carolina,Yanceyville,Female,Doctoral degree,185,Blac or African American,2019,Married
374,50,Minnesota,Anoa,Male,"Some college, no degree",125,Blac or African American,2012,Married
375,73,Maryland,Ridgely,Female,Bachelor’s degree,35,Native Hawaiian or Other Pacific Islander,2015,Single
376,72,New Yor,Cameron Mills,Female,Associate degree,75,Native Hawaiian or Other Pacific Islander,2013,Divorced
377,23,Virginia,Weber City,Male,"Some college, no degree",245,Asian,2018,Single
378,20,Illinois,Villa Grove,Male,High school diploma or equivalent,85,Asian,2012,Divorced
379,20,California,Sacramento,Female,"Some college, no degree",55,White,2010,Single
380,34,North Carolina,Hicory,Male,Bachelor’s degree,45,White,2014,Married
381,61,Maryland,Ellerslie,Male,Associate degree,125,White,2011,Married
382,67,Illinois,Mount Erie,Male,Associate degree,165,White,2017,Separated
383,31,Georgia,Grovetown,Female,Associate degree,145,Asian,2014,Divorced
384,49,North Carolina,Climax,Male,Bachelor’s degree,185,Native Hawaiian or Other Pacific Islander,2014,Single
385,47,Texas,Yoaum,Male,Associate degree,245,Blac or African American,2018,Married
386,71,Colorado,Castle Roc,Male,Master’s degree,125,White,2017,Separated
387,50,Ohio,De Graff,Female,Master’s degree,145,Blac or African American,2013,Separated
388,20,Michigan,Thompsonville,Male,Associate degree,145,Native Hawaiian or Other Pacific Islander,2014,Divorced
389,41,Virginia,Roanoe,Female,Associate degree,145,White,2015,Single
390,72,Michigan,Novi,Female,Bachelor’s degree,65,White,2015,Married
391,20,Oregon,Portland,Female,High school diploma or equivalent,125,Asian,2016,Single
392,74,ansas,ingman,Female,"Some college, no degree",95,Blac or African American,2013,Separated
393,61,Montana,Garneill,Female,High school diploma or equivalent,55,Asian,2015,Separated
394,48,Florida,Deltona,Male,"Some college, no degree",105,White,2021,Married
395,22,Tennessee,Pigeon Forge,Female,Bachelor’s degree,45,Native Hawaiian or Other Pacific Islander,2011,Divorced
396,51,Michigan,Ovid,Male,Less than high school,285,White,2011,Married
397,44,California,Fresno,Male,Bachelor’s degree,125,American Indian or Alasa Native,2014,Divorced
398,25,Missouri,Powersite,Male,High school diploma or equivalent,105,Asian,2015,Married
399,36,Arizona,Chandler,Female,Associate degree,45,Native Hawaiian or Other Pacific Islander,2020,Married
400,60,Illinois,Dana,Male,Less than high school,95,Native Hawaiian or Other Pacific Islander,2020,Separated
401,35,California,Fresno,Female,Associate degree,95,Asian,2021,Single
402,67,Pennsylvania,Verona,Male,High school diploma or equivalent,245,White,2010,Married
403,75,Illinois,Peoria,Male,"Some college, no degree",45,Blac or African American,2019,Married
404,37,West Virginia,Waiteville,Male,Master’s degree,75,White,2022,Divorced
405,28,Virginia,Danville,Male,Master’s degree,55,Native Hawaiian or Other Pacific Islander,2010,Single
406,67,New Jersey,Wenonah,Female,Less than high school,75,White,2011,Married
407,45,entucy,Olaton,Male,Bachelor’s degree,105,Blac or African American,2017,Divorced
408,46,Alabama,Morvin,Male,Master’s degree,55,Native Hawaiian or Other Pacific Islander,2020,Single
409,70,New Yor,Remsen,Female,High school diploma or equivalent,245,Native Hawaiian or Other Pacific Islander,2013,Separated
410,62,Massachusetts,Northampton,Female,High school diploma or equivalent,65,Blac or African American,2014,Divorced
411,42,Nevada,Yerington,Female,"Some college, no degree",215,Native Hawaiian or Other Pacific Islander,2022,Married
412,39,Iowa,Westside,Female,Associate degree,285,White,2010,Married
413,47,Texas,Fort Worth,Male,Less than high school,185,Blac or African American,2017,Separated
414,24,Connecticut,Easton,Male,Associate degree,165,Blac or African American,2014,Married
415,53,Aransas,Brocwell,Male,Bachelor’s degree,105,White,2017,Single
416,49,Maine,Pittsfield,Female,"Some college, no degree",145,White,2015,Married
417,68,South Carolina,Grover,Female,Bachelor’s degree,165,White,2016,Married
418,20,Washington,Spoane,Male,"Some college, no degree",285,White,2012,Married
419,73,Ohio,Willard,Male,Bachelor’s degree,245,Blac or African American,2012,Married
420,53,California,Olema,Male,Doctoral degree,65,White,2016,Married
421,49,Texas,El Paso,Male,Master’s degree,185,White,2016,Married
422,28,Illinois,Oregon,Female,Associate degree,145,Native Hawaiian or Other Pacific Islander,2014,Married
423,72,California,Santee,Male,"Some college, no degree",125,White,2016,Married
424,34,Pennsylvania,Muncy,Female,Less than high school,75,White,2013,Married
425,39,Texas,Evant,Female,Doctoral degree,185,White,2017,Married
426,77,Montana,Hilger,Male,High school diploma or equivalent,245,Blac or African American,2016,Separated
427,66,Indiana,Dillsboro,Female,"Some college, no degree",165,Blac or African American,2012,Single
428,49,Missouri,Novinger,Female,Master’s degree,55,Blac or African American,2019,Married
429,72,Idaho,Cocolalla,Female,Doctoral degree,55,Blac or African American,2019,Divorced
430,19,Missouri,ansas City,Male,Less than high school,165,White,2021,Married
431,56,Minnesota,Loretto,Female,Less than high school,245,White,2020,Married
432,29,New Mexico,Alamogordo,Male,Bachelor’s degree,105,Native Hawaiian or Other Pacific Islander,2017,Married
433,50,Olahoma,Omulgee,Female,Doctoral degree,55,Asian,2020,Married
434,56,Pennsylvania,Starrucca,Female,Less than high school,145,White,2014,Married
435,34,Indiana,Deputy,Female,Less than high school,35,Asian,2018,Married
436,45,North Carolina,Oa Ridge,Male,Less than high school,125,Native Hawaiian or Other Pacific Islander,2017,Married
437,65,Pennsylvania,Van Voorhis,Male,High school diploma or equivalent,145,White,2021,Divorced
438,19,District of Columbia,Washington,Female,"Some college, no degree",65,American Indian or Alasa Native,2020,Single
439,27,Michigan,Bloomingdale,Female,Associate degree,75,Asian,2017,Widowed
440,50,Louisiana,Rosepine,Male,High school diploma or equivalent,35,White,2016,Divorced
441,72,Colorado,Broomfield,Male,High school diploma or equivalent,35,White,2017,Married
442,47,Massachusetts,Rehoboth,Female,Master’s degree,85,White,2017,Married
443,60,South Carolina,North Charleston,Male,"Some college, no degree",145,Blac or African American,2013,Separated
444,53,Missouri,Jefferson City,Male,"Some college, no degree",145,Native Hawaiian or Other Pacific Islander,2010,Divorced
445,60,Iowa,Oyens,Female,Master’s degree,35,Native Hawaiian or Other Pacific Islander,2022,Divorced
446,25,Tennessee,Harrogate,Male,Bachelor’s degree,165,Blac or African American,2020,Married
447,33,ansas,Lebanon,Female,Doctoral degree,215,Native Hawaiian or Other Pacific Islander,2017,Married
448,68,Missouri,Cape Girardeau,Male,Associate degree,35,Native Hawaiian or Other Pacific Islander,2022,Married
449,18,Texas,Austin,Female,Doctoral degree,285,Native Hawaiian or Other Pacific Islander,2011,Widowed
450,65,New Hampshire,Bristol,Female,High school diploma or equivalent,145,White,2020,Separated
451,40,North Carolina,Charlotte,Male,Bachelor’s degree,85,Asian,2018,Married
452,28,Maryland,Fort Washington,Female,Associate degree,95,White,2018,Single
453,71,Missouri,ansas City,Female,"Some college, no degree",185,White,2016,Divorced
454,42,Mississippi,Lae,Male,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2017,Married
455,70,Aransas,Lewisville,Male,Doctoral degree,65,Native Hawaiian or Other Pacific Islander,2011,Married
456,76,Illinois,Shannon,Male,Associate degree,145,American Indian or Alasa Native,2018,Married
457,27,New Yor,Castle Cree,Female,Bachelor’s degree,125,Blac or African American,2015,Separated
458,62,Idaho,Hill City,Male,"Some college, no degree",85,Blac or African American,2012,Married
459,30,Wyoming,Fort Bridger,Female,Associate degree,145,American Indian or Alasa Native,2010,Single
460,25,entucy,Blacford,Male,Doctoral degree,85,Blac or African American,2019,Married
461,52,Florida,Bradenton,Male,Associate degree,35,Native Hawaiian or Other Pacific Islander,2019,Divorced
462,18,Louisiana,Palmetto,Male,"Some college, no degree",65,Asian,2016,Married
463,73,Texas,El Paso,Male,Associate degree,145,American Indian or Alasa Native,2021,Single
464,26,entucy,Waco,Female,Doctoral degree,35,Asian,2016,Married
465,65,Pennsylvania,Spring Mount,Female,Master’s degree,65,Native Hawaiian or Other Pacific Islander,2020,Single
466,27,Colorado,Fort Collins,Male,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2014,Separated
467,71,Iowa,Bancroft,Male,Doctoral degree,35,Asian,2010,Married
468,23,Iowa,Tabor,Female,Bachelor’s degree,35,Asian,2010,Separated
469,32,Louisiana,Bourg,Female,Doctoral degree,165,Native Hawaiian or Other Pacific Islander,2015,Married
470,50,Mississippi,State Line,Female,High school diploma or equivalent,55,Blac or African American,2013,Divorced
471,68,New Yor,Albany,Male,Less than high school,145,Blac or African American,2017,Married
472,45,Illinois,Lerna,Female,Master’s degree,105,Asian,2018,Divorced
473,31,New Mexico,Santa Rosa,Female,Less than high school,45,White,2013,Single
474,65,Virginia,Breas,Male,Associate degree,55,American Indian or Alasa Native,2010,Married
475,26,Montana,Billings,Male,Less than high school,185,Native Hawaiian or Other Pacific Islander,2019,Married
476,20,Oregon,lamath Falls,Male,Less than high school,55,Asian,2013,Married
477,74,Idaho,Rupert,Male,High school diploma or equivalent,95,White,2013,Single
478,23,Texas,Old Ocean,Female,Bachelor’s degree,245,White,2022,Married
479,63,Montana,Hot Springs,Male,"Some college, no degree",75,White,2014,Divorced
480,28,Montana,Martinsdale,Male,Master’s degree,75,White,2018,Married
481,45,Illinois,Annawan,Male,Doctoral degree,145,Native Hawaiian or Other Pacific Islander,2016,Divorced
482,30,Colorado,Padroni,Male,"Some college, no degree",85,Native Hawaiian or Other Pacific Islander,2014,Married
483,26,Pennsylvania,Boyertown,Male,Less than high school,215,Asian,2016,Separated
484,49,Pennsylvania,Schaefferstown,Female,"Some college, no degree",55,Native Hawaiian or Other Pacific Islander,2013,Divorced
485,55,Louisiana,New Orleans,Female,Master’s degree,55,White,2015,Married
